url,title,breadcrumbs,tags,img_url,description,additional_img_urls,local_img_url,local_additional_img_urls
https://www.adl.org/resources/hate-symbol/anti-antifa-images,Anti-Antifa Images,"['Hate on Display', 'Anti-Antifa Images']",['General Hate Symbols'],https://www.adl.org/sites/default/files/styles/wide/public/2019-08/antiantifa-1.jpg.webp,"['Although white supremacist animus is often thought of as being directed against religious, racial and ethnic minorities, a significant portion of their hateful rhetoric is directed against the political left, including both the mainstream and far left.\xa0 For example, a common alt right meme offers “free helicopter rides” to people on the left, a reference to the tactic used by right-wing dictatorships in Argentina and Chile of throwing left-wing critics of the regime from helicopters.', 'White supremacist anti-left (or sinistrophobic) symbology especially targets far left and anarchist activists who have dedicated themselves to actively opposing and exposing white supremacists.\xa0 In the 1990s and 2000s, for example, white supremacists created images that targeted anti-racist skinheads known as SHARPS (for “Skinheads Against Racial Prejudice”), such as placing a red circle and diagonal bar, or a gun sight, on top of an image of a Trojan helmet (a common SHARP symbol).', 'More recently, white supremacists have created similar imagery directed against antifa (short for anti-fascist), the loosely-organized left-wing and anarchist anti-racist movement.\xa0 White supremacists have coined the term “anti-antifa” for themselves.\xa0 Some anti-antifa symbology simply re-imagines earlier anti-SHARP imagery, such as overlaying a red circle and diagonal bar on top of a common antifa symbols such as side-by-side red or red and black flags (derived from the logo of the 1930s German anti-fascist group Antifaschistische Aktion) or three downward-facing arrows (originating with German and Austrian Social Democrats opposing Nazism in the 1930s).', 'Other anti-antifa symbology perverts common antifa slogans and logos, such as changing “Good Night White Pride” to “Good Night Left Side.”\xa0 Often anti-antifa symbology implicitly or explicitly promotes violence against left-wing activists.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/antiantifa-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/antiantifa-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/antiantifa-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/antiantifa-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/antiantifa-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/antiantifa-7.jpg.webp']",Anti-Antifa_Images_1.webp,"['Anti-Antifa_Images_2.webp', 'Anti-Antifa_Images_3.webp', 'Anti-Antifa_Images_4.webp', 'Anti-Antifa_Images_5.webp', 'Anti-Antifa_Images_6.webp', 'Anti-Antifa_Images_7.webp']"
https://www.adl.org/resources/hate-symbol/anti-racist-code-anti-white,Anti-Racist Is a Code for Anti-White,"['Hate on Display', 'Anti-Racist Is a Code for Anti-White']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/anti-racist-1.jpg.webp,"['""Anti-Racist is a Code Word for Anti-White"" is a racist slogan that became popular among white supremacists in the mid-2000s. It is derived from a short essay commonly referred to as ""The Mantra,"" popularized by long-time white supremacist Bob Whitaker. ""The Mantra"" attempts to rebut accusations of racism by claiming that people who profess to be anti-racist are actually trying to destroy the white race and that the term ""anti-racist"" is equivalent to ""anti-white."" Whitaker\'s followers have convinced themselves that if they simply repeat The Mantra, or the slogan derived from it, that they can somehow capture or reframe debates about racism. They frequently exhibit the slogan on signs and banners.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/anti-racist-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/anti-racist-3a.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/anti-racist-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/anti-racist-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/anti-racist-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/anti-racist-7.jpg.webp']",Anti-Racist_Is_a_Code_for_Anti-White_1.webp,"['Anti-Racist_Is_a_Code_for_Anti-White_2.webp', 'Anti-Racist_Is_a_Code_for_Anti-White_3.webp', 'Anti-Racist_Is_a_Code_for_Anti-White_4.webp', 'Anti-Racist_Is_a_Code_for_Anti-White_5.webp', 'Anti-Racist_Is_a_Code_for_Anti-White_6.webp', 'Anti-Racist_Is_a_Code_for_Anti-White_7.webp']"
https://www.adl.org/resources/hate-symbol/anti-sharp-imagery,Anti-SHARP Imagery,"['Hate on Display', 'Anti-SHARP Imagery']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/anti-sharp-1.jpg.webp,"['Racist skinheads view anti-racist skinheads (typically known as SHARPs, an acronym for Skin Heads Against Racial Prejudice) as enemies and frequently attack them (and vice versa). Racist skinheads also commonly create anti-SHARP imagery that typically demeans SHARPs or implies violence should be used against them.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/anti-sharp-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/anti-sharp-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/anti-sharp-4.jpg.webp']",Anti-SHARP_Imagery_1.webp,"['Anti-SHARP_Imagery_2.webp', 'Anti-SHARP_Imagery_3.webp', 'Anti-SHARP_Imagery_4.webp']"
https://www.adl.org/resources/hate-symbol/anudda-shoah,Anudda Shoah,"['Hate on Display', 'Anudda Shoah']",['Hate Slogans/Slang Terms'],https://www.adl.org/sites/default/files/styles/wide/public/2019-08/anuddashoah-1.jpg.webp,"['The phrase “anudda Shoah” (sometimes spelled “anuddah Shoah”) is an antisemitic phrase that became popular among white supremacists in 2014 and increasingly thereafter, particularly among adherents of the alt right segment of the white supremacist movement.', '“Shoah” is a Hebrew word meaning “catastrophe” and is one of the most common terms used to refer to the Holocaust.\xa0 White supremacists use the phrase “anudda Shoah” to mock both Jews and the Holocaust, intending the phrase to be understood as spoken by a Jewish person with a heavy Yiddish accent comparing the Holocaust to virtually anything they may be unhappy about.', 'Common examples of this usage include language such as “Oy vey! It’s anudda Shoah!” or “It’s like anudda Shoah!” or “It’s literally anudda Shoah!”\xa0 This language is usually used as a response to something trivial, to imply that Jews will bring up the Holocaust over practically any issue, as in this example: “Oy vey, they made us play soccer. It’s like anudda shoah!”', 'When used as a meme, “anudda Shoah” is often combined with The Happy Merchant.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/anuddashoah-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/anuddashoah-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/anuddashoah-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/anuddashoah-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/anuddashoah-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/2019-08/anuddashoah-7.jpg.webp']",Anudda_Shoah_1.webp,"['Anudda_Shoah_2.webp', 'Anudda_Shoah_3.webp', 'Anudda_Shoah_4.webp', 'Anudda_Shoah_5.webp', 'Anudda_Shoah_6.webp', 'Anudda_Shoah_7.webp']"
https://www.adl.org/resources/hate-symbol/arrow-cross,Arrow Cross,"['Hate on Display', 'Arrow Cross']",['General Hate Symbols'],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/arrow-cross-1.jpg.webp,"['The Arrow Cross symbol derives from the Hungarian fascist political party known as the Arrow Cross Party, which was active during 1935-45. Since then, various neo-Nazis and white supremacists have used the symbol themselves, either generically or as part of the logo of a specific hate group. In the United States, the Arrow Cross has been used as the logo for a small Mississippi-based white supremacist group known as the Nationalist Movement (which called the image the Crosstar).']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/arrow-cross-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/arrow-cross-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/arrow-cross-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/arrow-cross-5.jpg.webp']",Arrow_Cross_1.webp,"['Arrow_Cross_2.webp', 'Arrow_Cross_3.webp', 'Arrow_Cross_4.webp', 'Arrow_Cross_5.webp']"
https://www.adl.org/resources/hate-symbol/aryan-brotherhood-texas-hand-sign,Aryan Brotherhood of Texas (hand sign),"['Hate on Display', 'Aryan Brotherhood of Texas (hand sign)']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/abt-hand-sign-1.jpg.webp,"['The Aryan Brotherhood of Texas (ABT), a large and violent racist prison gang, uses a hand symbol consisting of a raised index finger and raised ring and little fingers (or the reverse), signifying the numbers 1 and 2. Substituting letters for numbers 1 and 2 stand for A and B, or Aryan Brotherhood. Sometimes ABT members may use a two-handed variation in which one hand ""throws up"" one digit and the other hand (belonging to the same or a different person) ""throws up"" two digits, again signifying 1 and 2.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/abt-hand-sign-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/abt-hand-sign-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/abt-hand-sign-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/abt-hand-sign-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/abt-hand-sign-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/abt-hand-sign-7.jpg.webp']",Aryan_Brotherhood_of_Texas_(hand_sign)_1.webp,"['Aryan_Brotherhood_of_Texas_(hand_sign)_2.webp', 'Aryan_Brotherhood_of_Texas_(hand_sign)_3.webp', 'Aryan_Brotherhood_of_Texas_(hand_sign)_4.webp', 'Aryan_Brotherhood_of_Texas_(hand_sign)_5.webp', 'Aryan_Brotherhood_of_Texas_(hand_sign)_6.webp', 'Aryan_Brotherhood_of_Texas_(hand_sign)_7.webp']"
https://www.adl.org/resources/hate-symbol/aryan-brotherhood-texas,Aryan Brotherhood of Texas,"['Hate on Display', 'Aryan Brotherhood of Texas']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-texas-1.jpg.webp,"['Group Status: Active', 'The Aryan Brotherhood of Texas (ABT) is the largest white supremacist prison gang in Texas and possibly in the United States. It is also one of the most violent, having committed many murders. It is active both behind bars and on the streets across Texas and in neighboring states.\xa0 Despite its name, the ABT is a group separate from and independent of the ""original"" Aryan Brotherhood, which is present primarily in the California and federal prison systems.', 'Because of its size and age (it dates back to the 1980s), the ABT has evolved a variety of tattoos, both open and coded. The standard ABT ""shield"" or ""patch"" is a shield-like image with a sword and a swastika inside the shield and the gang\'s initials on the outside. However, many ABT members may not have this tattoo. Among coded tattoos, the most common is use of the number 12 (or the numbers 1 and 2), which are numeric substitutions for the letters AB.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-texas-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-texas-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-texas-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-texas-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-texas-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-texas-7.jpg.webp']",Aryan_Brotherhood_of_Texas_1.webp,"['Aryan_Brotherhood_of_Texas_2.webp', 'Aryan_Brotherhood_of_Texas_3.webp', 'Aryan_Brotherhood_of_Texas_4.webp', 'Aryan_Brotherhood_of_Texas_5.webp', 'Aryan_Brotherhood_of_Texas_6.webp', 'Aryan_Brotherhood_of_Texas_7.webp']"
https://www.adl.org/resources/hate-symbol/aryan-brotherhood,Aryan Brotherhood,"['Hate on Display', 'Aryan Brotherhood']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-1.jpg.webp,"['The Aryan Brotherhood is the oldest and most notorious racist prison gang in the United States, having started in California in the 1960s. It is present primarily in the California and federal prison systems. Many other prison gangs now also use ""Aryan Brotherhood"" as part of their name, such as the Aryan Brotherhood of Texas, but they are independent and unrelated to the ""original"" Aryan Brotherhood.', 'Because of its longevity, Aryan Brotherhood members have come to use a variety of symbols and codes, but the most common symbol of the Aryan Brotherhood remains a shamrock, often in combination with a swastika. Aryan Brotherhood members also frequently use the initials AB or their alphanumeric equivalent of 1 and 2, or 12 (including the use of Roman numerals). Another fairly common signifier is the use of the number 666 (the so-called ""number of the beast"").']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-6a.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-brotherhood-7.jpg.webp']",Aryan_Brotherhood_1.webp,"['Aryan_Brotherhood_2.webp', 'Aryan_Brotherhood_3.webp', 'Aryan_Brotherhood_4.webp', 'Aryan_Brotherhood_5.webp', 'Aryan_Brotherhood_6.webp', 'Aryan_Brotherhood_7.webp']"
https://www.adl.org/resources/hate-symbol/aryan-circle-hand-sign,Aryan Circle (hand sign),"['Hate on Display', 'Aryan Circle (hand sign)']","['Racist Hand Signs', 'White Supremacist Prison Gang Symbols']",https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/aryan-circle-hand-sign-1.jpg.webp,"['The Aryan Circle is one of the largest white supremacist prison gangs in the United States. Its primary hand sign consists of holding up the thumb and the middle, ring, and little fingers of one hand, signifying the numbers 1 and 3. Substituting letters for numbers, 1 and 3 stand for A and C, i.e., Aryan Circle. The symbol can also be shown in ""reverse,"" by holding up the little finger and the middle and index fingers, plus the thumb. Aryan Circle members can also show the sign using two hands, raising up one finger on one hand and three fingers on the other. Because Aryan Circle members often refer to their group as ""the Diamond"" (a reference to their most common tattoo, a diamond-shaped swastika), gang members may also use two hands to make the shape of a diamond.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-hand-sign-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-hand-sign-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-hand-sign-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-hand-sign-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-hand-sign-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-hand-sign-7.jpg.webp']",Aryan_Circle_(hand_sign)_1.webp,"['Aryan_Circle_(hand_sign)_2.webp', 'Aryan_Circle_(hand_sign)_3.webp', 'Aryan_Circle_(hand_sign)_4.webp', 'Aryan_Circle_(hand_sign)_5.webp', 'Aryan_Circle_(hand_sign)_6.webp', 'Aryan_Circle_(hand_sign)_7.webp']"
https://www.adl.org/resources/hate-symbol/aryan-circle,Aryan Circle,"['Hate on Display', 'Aryan Circle']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/aryan-circle-1.jpg.webp,"['Group Status: Active', 'The Aryan Circle is the second-largest white supremacist prison gang in Texas and one of the largest such gangs in the United States. Its most common tattoo, known as a ""shield"" or ""patch,"" consists of a square oriented to form a diamond shape. Inside the diamond is typically a swastika and the initials AC; it is also common to include SS lightning bolts. Because of this symbol, Aryan Circle members often refer to their gang as ""The Diamond"" and may use phrases such as ""let that Diamond shine!"" Because of the age of the group (it dates back to the 1980s) and its size, there are many variations of this patch. In the early years of the Aryan Circle, members used a smaller, simpler tattoo, consisting of SS lightning bolts inside a circle; sometimes one can still find this symbol used. Aryan Circle members also use many coded references to themselves, typically involving the number 13 (substituting letters for numbers, this stands for AC), such as referring to themselveas as ""113%,"" which stands for ""100% Aryan Circle,"" or using the numbers 36 or 136 (for ""Circle Forever"" or ""Aryan Circle Forever""). Members may also use the number 360, which is a circle reference ( as a circle has 360 degrees).']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-circle-7.jpg.webp']",Aryan_Circle_1.webp,"['Aryan_Circle_2.webp', 'Aryan_Circle_3.webp', 'Aryan_Circle_4.webp', 'Aryan_Circle_5.webp', 'Aryan_Circle_6.webp', 'Aryan_Circle_7.webp']"
https://www.adl.org/resources/hate-symbol/aryan-cowboy-brotherhood,Aryan Cowboy Brotherhood,"['Hate on Display', 'Aryan Cowboy Brotherhood']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/aryan-cowboy-brotherhood-1.jpg.webp,"['Group Status: Active', 'The Aryan Cowboy Brotherhood is a small white supremacist prison/street gang based primarily in Minnesota and Kentucky. Its main symbol consists of a helmeted and winged skull with the initials ACB.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-cowboy-brotherhood-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-cowboy-brotherhood-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-cowboy-brotherhood-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-cowboy-brotherhood-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-cowboy-brotherhood-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-cowboy-brotherhood-7.jpg.webp']",Aryan_Cowboy_Brotherhood_1.webp,"['Aryan_Cowboy_Brotherhood_2.webp', 'Aryan_Cowboy_Brotherhood_3.webp', 'Aryan_Cowboy_Brotherhood_4.webp', 'Aryan_Cowboy_Brotherhood_5.webp', 'Aryan_Cowboy_Brotherhood_6.webp', 'Aryan_Cowboy_Brotherhood_7.webp']"
https://www.adl.org/resources/hate-symbol/aryan-fist,Aryan Fist,"['Hate on Display', 'Aryan Fist']",['General Hate Symbols'],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/aryan-fist-1.jpg.webp,"['The upright clenched fist has long been used as a symbol (both graphically and as a hand gesture) to represent themes such as defiance, unity, and power.\xa0 In the 1960s and 1970s, black nationalist groups in the United States and elsewhere often used a dark-skinned clenched fist gesture or image as a ""black power"" symbol.\xa0 By the 1980s, white supremacists in the United States and elsewhere had appropriated this symbol, substituting a white fist.\xa0 White supremacists frequently claim that they use the symbol to represent ""white pride"" or ""white power.""']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-fist-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-fist-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-fist-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-fist-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-fist-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-fist-7.jpg.webp']",Aryan_Fist_1.webp,"['Aryan_Fist_2.webp', 'Aryan_Fist_3.webp', 'Aryan_Fist_4.webp', 'Aryan_Fist_5.webp', 'Aryan_Fist_6.webp', 'Aryan_Fist_7.webp']"
https://www.adl.org/resources/hate-symbol/aryan-knights,Aryan Knights,"['Hate on Display', 'Aryan Knights']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/aryan-knights-1.jpg.webp,"['Group Status: Active', 'The Aryan Knights are a white supremacist prison gang based primarily in Idaho. They often use the initials AK to identify themselves with tattoos or writing.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-knights-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-knights-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-knights-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-knights-5.jpg.webp']",Aryan_Knights_1.webp,"['Aryan_Knights_2.webp', 'Aryan_Knights_3.webp', 'Aryan_Knights_4.webp', 'Aryan_Knights_5.webp']"
https://www.adl.org/resources/hate-symbol/aryan-nations-tennessee-prison-gang,Aryan Nations (Tennessee prison gang),"['Hate on Display', 'Aryan Nations (Tennessee prison gang)']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-1.jpg.webp,"['Group Status: Active', 'The largest white supremacist prison gang in Tennessee calls itself Aryan Nations.\xa0 The gang borrowed its title from the older neo-Nazi group of the same name, though the two are separate groups with few connections.\xa0 The ""gang"" Aryan Nations is also far larger than the ""neo-Nazi"" Aryan Nations.\xa0 The main symbol for this racist prison gang consists of a rounded Celtic Cross image with different symbols in each of the quadrants formed by the circle and the cross.\xa0 These can include the initials AN, the number 14/88, SS lightning bolts, prison bars, stars from the Confederate flag, swastikas, and other symbols.\xa0 Gang members may also use other symbols, such as the numeric symbol 114 (substituting letters for numbers, 114 equates to A and N, or Aryan Nations).\xa0']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-7.jpg.webp']",Aryan_Nations_(Tennessee_prison_gang)_1.webp,"['Aryan_Nations_(Tennessee_prison_gang)_2.webp', 'Aryan_Nations_(Tennessee_prison_gang)_3.webp', 'Aryan_Nations_(Tennessee_prison_gang)_4.webp', 'Aryan_Nations_(Tennessee_prison_gang)_5.webp', 'Aryan_Nations_(Tennessee_prison_gang)_6.webp', 'Aryan_Nations_(Tennessee_prison_gang)_7.webp']"
https://www.adl.org/resources/hate-symbol/aryan-nations-hand-sign-tennessee-prison-gang,Aryan Nations (hand sign - Tennessee prison gang),"['Hate on Display', 'Aryan Nations (hand sign - Tennessee prison gang)']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-hand-sign-1.jpg.webp,"['The largest white supremacist prison gang in Tennessee is Aryan Nations (a different group than the neo-Nazi group of the same name). Aryan Nations gang members use a hand sign they sometimes refer to as ""bolts up"" or ""bolts to the sky,"" consisting of forming the hand into a pistol shape and pointing it upwards or outwards.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-hand-sign-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-hand-sign-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-hand-sign-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/aryan-nations-gang-hand-sign-5.jpg.webp']",Aryan_Nations_(hand_sign_-_Tennessee_prison_gang)_1.webp,"['Aryan_Nations_(hand_sign_-_Tennessee_prison_gang)_2.webp', 'Aryan_Nations_(hand_sign_-_Tennessee_prison_gang)_3.webp', 'Aryan_Nations_(hand_sign_-_Tennessee_prison_gang)_4.webp', 'Aryan_Nations_(hand_sign_-_Tennessee_prison_gang)_5.webp']"
